600.009,221.888,0.862843,666.596,302.161,0.846966,627.445,284.54,0.773066,604.021,368.842,0.889862,552.959,407.989,0.708725,709.731,319.826,0.68754,703.816,439.343,0.757758,650.969,537.281,0.828447,623.548,445.159,0.706297,600.0,427.531,0.705472,476.542,382.518,0.862037,551.012,494.258,0.688263,650.87,462.857,0.664387,556.849,460.968,0.741646,537.293,505.973,0.0832566,0.0,0.0,0.0,609.805,210.192,0.811524,0.0,0.0,0.0,650.884,221.901,0.893262,509.847,525.628,0.423425,523.552,537.246,0.357935,0.0,0.0,0.0,519.698,527.539,0.483373,515.778,525.5,0.474328,570.607,498.119,0.415584
590.221,216.052,0.844357,654.873,298.261,0.775512,613.717,276.723,0.798767,539.212,319.873,0.897543,431.558,351.105,0.880293,701.891,319.855,0.67137,707.727,443.264,0.787665,676.396,539.18,0.834711,623.495,445.275,0.692053,594.095,427.59,0.636502,474.632,384.421,0.830025,547.104,494.191,0.66875,652.86,466.763,0.63646,556.928,460.865,0.785464,537.281,507.929,0.117417,0.0,0.0,0.0,603.834,210.067,0.885044,0.0,0.0,0.0,643.094,223.764,0.832651,509.836,525.615,0.464133,523.546,537.228,0.403601,556.861,509.875,0.059202,519.661,527.523,0.421925,515.724,523.65,0.420383,570.542,498.099,0.391451
545.176,239.522,0.843978,619.614,306.153,0.866043,556.971,298.288,0.783392,492.135,368.913,0.788856,398.101,464.864,0.842216,686.179,319.829,0.678187,707.736,441.31,0.778685,682.296,537.276,0.864512,621.582,445.274,0.707971,588.254,429.541,0.684803,480.462,400.219,0.666234,550.983,496.141,0.693297,654.85,464.794,0.647504,560.854,460.838,0.774396,541.174,509.931,0.265,549.008,225.726,0.1163,558.893,225.816,0.859616,0.0,0.0,0.0,603.992,227.805,0.913677,509.86,527.506,0.579673,523.586,537.268,0.557717,554.929,519.691,0.0916421,521.651,527.523,0.348773,517.691,525.494,0.35752,570.629,500.055,0.354931
588.234,225.787,0.918532,621.56,298.296,0.805922,564.758,288.42,0.791498,505.949,366.844,0.814781,417.785,447.123,0.871958,684.212,310.045,0.6747,701.856,429.583,0.806792,668.547,537.314,0.836649,621.546,447.129,0.70583,586.303,429.526,0.653565,464.819,378.633,0.727016,545.121,494.254,0.628191,656.801,464.807,0.627791,558.877,460.978,0.795506,541.226,509.92,0.166844,574.509,212.025,0.927727,603.914,210.191,0.917814,558.846,225.735,0.826242,633.333,225.707,0.926394,509.897,527.526,0.499258,523.616,537.262,0.468202,554.963,525.548,0.0708726,519.69,527.564,0.362778,515.749,525.531,0.373782,568.663,498.171,0.260355
637.255,217.957,0.852209,666.603,296.346,0.840286,621.572,280.633,0.789996,623.513,368.884,0.307178,588.295,364.902,0.741411,711.721,312.027,0.697389,717.515,429.463,0.832705,633.268,380.504,0.817791,635.258,447.155,0.737229,605.873,429.472,0.67732,474.605,382.572,0.846376,552.914,494.226,0.707505,664.659,466.779,0.639746,562.747,458.901,0.747706,541.187,507.925,0.284123,631.311,204.221,0.862011,656.797,208.1,0.836494,617.66,210.147,0.223297,684.283,215.984,0.851111,509.863,525.584,0.605708,523.592,535.307,0.550152,554.964,509.888,0.0985743,521.598,525.596,0.313575,515.733,523.55,0.317001,570.631,496.215,0.372087
619.655,227.735,0.940014,666.711,298.307,0.815269,621.566,278.715,0.807415,596.074,382.427,0.81046,576.483,349.182,0.782702,715.593,317.816,0.705412,696.064,429.601,0.894994,623.515,362.96,0.7973,633.342,445.282,0.723734,603.927,427.616,0.695926,474.588,382.568,0.841787,549.063,494.232,0.679578,664.577,466.764,0.624878,558.856,460.878,0.7896,539.27,507.951,0.170432,617.604,212.132,0.872669,635.356,214.091,0.873893,0.0,0.0,0.0,680.333,219.902,0.898792,509.895,525.57,0.504886,523.605,535.326,0.438027,556.855,507.926,0.0739151,519.684,525.622,0.408938,515.75,523.587,0.404076,570.63,498.166,0.390015
601.974,241.398,0.916419,664.707,298.32,0.843796,619.625,280.642,0.818249,603.938,382.454,0.864179,576.486,339.402,0.775643,711.582,317.847,0.707381,692.088,431.428,0.858895,619.532,364.887,0.813628,635.22,445.254,0.72972,605.855,427.623,0.701567,472.671,384.417,0.826651,549.032,494.28,0.679044,664.643,462.919,0.642742,556.951,462.791,0.810491,537.314,509.838,0.144561,603.864,225.806,0.052421,615.63,229.694,0.80675,0.0,0.0,0.0,658.755,227.815,0.893053,509.867,525.608,0.471601,523.56,537.238,0.413625,555.01,509.904,0.0629407,519.674,527.516,0.425371,515.741,523.653,0.422506,570.587,500.1,0.396832
605.848,247.367,0.825912,664.656,302.151,0.8469,619.534,286.473,0.8399,603.954,382.495,0.869873,578.418,339.497,0.766836,711.585,317.88,0.716532,693.966,431.463,0.867227,619.605,366.824,0.824722,635.252,447.145,0.729983,605.904,429.496,0.70203,472.671,382.61,0.825739,549.033,494.277,0.671227,664.635,464.866,0.640145,556.978,462.798,0.799502,539.195,509.891,0.150667,603.854,235.639,0.166138,619.506,239.51,0.795089,0.0,0.0,0.0,662.698,227.701,0.929395,509.846,525.613,0.467211,523.542,537.252,0.412713,556.827,509.927,0.0634467,521.569,527.53,0.413352,515.777,525.488,0.412676,570.594,500.089,0.380375
603.962,249.32,0.845701,664.678,300.202,0.837896,619.593,284.553,0.824818,603.902,382.564,0.87074,586.212,339.496,0.78625,709.697,315.919,0.707604,693.971,429.578,0.869619,619.588,368.821,0.834404,633.366,445.26,0.73675,604.002,429.473,0.706532,472.681,384.428,0.827302,550.99,496.148,0.685854,664.604,462.931,0.644256,556.919,462.797,0.811508,539.261,509.84,0.15505,602.005,239.501,0.209937,617.662,241.414,0.828307,0.0,0.0,0.0,660.742,227.78,0.912341,509.872,525.614,0.479239,523.57,537.231,0.424692,556.912,507.946,0.0678526,519.685,527.507,0.409364,515.754,523.637,0.409529,570.641,500.09,0.407379
603.974,255.216,0.870663,664.635,302.135,0.837636,619.548,286.468,0.832874,603.918,382.496,0.858788,584.269,341.409,0.760743,709.677,317.852,0.709234,694.006,429.605,0.868423,619.656,368.801,0.820493,635.215,445.278,0.737128,605.869,429.472,0.703324,472.638,384.422,0.828449,550.977,496.146,0.689148,664.614,464.819,0.644015,556.914,462.802,0.815843,539.26,509.833,0.167882,601.987,241.543,0.145357,617.562,243.419,0.824321,0.0,0.0,0.0,658.793,227.869,0.873343,509.874,527.479,0.500316,523.583,537.257,0.452889,556.903,507.946,0.0699649,519.684,527.523,0.403503,515.739,523.654,0.405978,570.626,500.063,0.410351
